अर्को.प्रम बाबुराम भट्टराईले आफ्नो नेतृत्वको सरकारमा केही दिनमात्र भए पनि कांग्रेस र एमाले सामेल हुनुपर्छ अनि मात्र सरकार छोडिन्छ भनेर हठ गर्नुको कारणले। ,0
यी दुवै देश र जनताको हितलाई केन्द्रमा राखेर नसोचिएका र कुनै तार्किक तुक नभएका आत्मकेन्द्रित हठ हुन्। ,1
यिनै हठको शिकार अहिले देशको राजनीति भएको छ। ,1
यी दुवैथरीले यी नाजायज हठ अविलम्व परित्याग गर्नु जरुरी छ.नत्र नेपाली राजनीति यिनै कारणले दुर्घटनाग्रस्त हुने जोखिम बढेको छ। ,1
गएको संविधान सभाका विषयगत समितिले आवश्यक गृहकार्य गरिसकेर सबै दलका प्रतिनिधि बसेर सहमति गरिसकेको कुराको स्वामित्व लिन कांग्रेस र एमालेका नेताहरुलाई कुनै आपत्ति नहुनुपर्ने हो। ,0
किनकि यो सहमतिमा त उनीहरुका दलका आधिकारिक प्रतिनिधिको पनि त सर्वसहमति थियो। ,1
यो स्वीकार्नु उनीहरुको नैतिक बाध्यता थियो। ,1
तथापि किन उनीहरु यसलाई पनि स्वीकार्न मानिरहेका छैनन्? ,0
यो यस कारण हुनसक्छ कि यसमा कैयन् त्यस्ता अग्रगामी वा परिवर्तनकारी कुरा परेका छन्.जुन पचाउन/स्वीकार्न उनीहरुलाई हम्मेहम्मे भएको छ। ,1
परिवर्तनप्रति यति धेरै भय पालेर नेपालको अहिलेको स्थितिमा व्यापक जनसमर्थन पाउन त असम्भव नै हुनेछ। ,0
तर कांग्रेस र एमालेका शीर्ष नेताहरु केमा स्पष्ट हुन जरुरी छ भने यदि विगतमा भइसकेका सहमतिको स्वामित्व लिन अस्वीकार गर्ने हो भने संविधान सभाको ताजा निर्वाचन नै भइहालेछ भने पनि त्यसले विगतमा भएका सहमति उल्ट्याउने क्रम थाल्नेछ र त्यो उल्टिने/उल्ट्याउने प्रक्रिया थाल्ने हो भने एक वर्षमा त के.अर्को थप चार वर्षमा पनि नयाँ संविधान जारी गर्न सक्ने छैन। ,0
महिला.दलित.जनजाति.मधेसी.मुस्लिम.अति अल्पसंख्यक र गरिखाने तथा गरिब वर्गले हासिल गर्न लागेका सारा उपलब्धि खेर जानेछन्। ,0
बहिष्कृत समुदायको हात फेरि पनि रित्तो हुनेछ। ,0
नेपालको संविधान सभा र शान्ति प्रक्रिया असफल हुनेछ र यी सबैको एकलौटी जिम्मेवारी र दोष उनीहरुको थाप्लामा आउनेछ। ,0
यसो गर्दा देश र जनताको कित्तामा त नोक्सानी धेरै नै हुनेछन् तर फाइदाचाहिँ के पुग्ने हो नेपाली कांग्रेस र एमालेलाई पार्टीगतरूपमा? ,0
यही कुरा प्रम बाबुराम भट्टराईमा पनि उत्तिकै लागु हुन्छ। ,1
उनी किन त्यस्तो बेतुकको हठ गरिरहेका छन्.जसले सम्भावित सहमति र चुनावलाई हुनै नसक्नेगरी पछि धकेलिरहेको छ? ,0
र.यसबाट देशको नोक्सानी त हुँदै नै छ नै.उनकै व्यक्तिगत छविमा समेत चर्को नोक्सानी हुँदैछ? ,0
एउटा योग्य नेताको उज्यालो भविष्य भनेको केही दिन अरु सत्तामा टिक्नका खातिर गर्नुहुने/नहुने सबै काम गरेर फगत सेना र विदेशीका आडका बलमा कुर्सीको आयु लम्ब्याउनुमा हुँदैन.कुर्सीको त्याग गरेर भए पनि लोकप्रिय जनमत र जनसमर्थनको रूपमा आफ्नो राजनीतिक पुँजी जोगाइराख्नुमा मात्र हुन्छ। ,0
त्यो जोगिए योग्य व्यक्तिका लागि प्रधानमन्त्री वा राष्ट्रपति हुने अवसर कति आउँछ कति।त्यो नजोगिए कुर्सीमा दश वर्ष अरु रहे पनि त्यसको कुनै मूल्य हुँदैन। ,0
चारवटा कुरा सुनिश्चित गरेर बाबुराम भट्टराइले अविलम्व सरकार छोडिदिनुमै देशको पनि कल्याण छर उनी स्वयम्को पनि। ,1
पहिलो- आउँदो वैशाखमै चुनाव हुने सुनिश्चितता। ,0
दोस्रो- पहिलेको संविधान सभाले सहमति गरिसकेका सबै कुराको स्वामित्व लिएर ती नयाँ संविधानमा परिछाड्ने सुनिश्चिततासहित चुनाव सम्भव बनाउन जरुरी सबै विषयमा प्याकेजमा सहमति। ,0
तेस्रो- चुनावी सरकारमा सत्ताशक्तिको न्यायोचित र सन्तुलित बाँडफाँटबाट स्वच्छ/निष्पक्ष निर्वाचनको सुनिश्चितता। ,0
चौथो- कम्तीमा पहिलेजत्तिकै अनुपातमा बहिष्कृत समुदाय समावेशी हुनसक्ने संविधान सभाको मिश्रित निर्वाचन प्रणालीको सुनिश्चिता। ,0
